顧客名,年齢,合計金額
ケエフ トメク,72,49000
ケエヒ トケツ,91,49000
キホ ヨクツタ,76,49000
イヌマ ヲヘ,25,49000
アワサ ウテセテ,44,49000
モヤモツ ユト,76,48981
ヤノエ シヲヲセ,53,48970
ヒホカ オカスヲ,60,48968
エイノ カカホ,84,48954
ヨフヤヲ タフ,34,48931
タツメ トメセ,65,48931
ヲメケ ノチニ,85,48900
ユカチ ムアア,21,48900
メム ケチ,17,48900
ムク ミメハヤ,37,48900
ネユホナ ワコツテ,93,48900
ヌテソン タセヘ,34,48900
トヨ サメア,50,48900
セニセウ アケイヲ,35,48900
シシタ クウ,50,48900
キク ンコワ,68,48900
コケ ンヤソ,61,48874
キヲマセ ヨヒト,63,48874
マソチ アマ,98,48834
ンナ ネヤフ,35,48800
ヨヒイ シウ,23,48800
ホサヒ メナ,78,48800
ナネケ ヤヒツ,68,48800
ストキタ ヌヒタチ,76,48800
ヤマノ モタミ,63,48752
ケツワ ヒステ,23,48709
ンヤイ ヌムエワ,80,48700
マタ ヨハ,99,48700
ヒトムマ チチ,50,48700
ヌク ケマオセ,73,48700
トメトキ ヒクミ,96,48700
チン ウイ,98,48700
タツイア モイ,50,48700
セニアワ ヤコセホ,81,48700
シムネ ムナク,41,48700
シコナホ チワウヲ,82,48700
オヒヌ ネホサ,74,48700
テネケハ ケスネ,45,48665
ウチ アツヒケ,63,48653
カヲニユ ヌエヘオ,63,48651
ンシヲ マユ,47,48648
サトハヲ ヒヘタホ,90,48642
カマ カサンヤ,53,48629
ソク ヌシ,91,48613
ヤナヨエ ネムヤホ,56,48600
ミアンユ ツオセワ,72,48600
ホカホナ ワハナヤ,94,48600
ヌトヘ イヌ,25,48600
ニネツス ムオ,29,48600
シヘ タフコマ,76,48600
シアキ イテコノ,73,48600
ウホミ ヘムフヲ,47,48600
イヲムホ ネフニネ,66,48600
ヌイイ ミク,82,48567
ヨミヨカ エヨ,60,48557
トナセ ヒソミ,19,48547
ヌト ヘハキ,78,48518
コワアオ ハヤ,79,48502
ヨキカ エセメチ,15,48500
チノ ヌソメツ,89,48500
ソキモナ セツヌナ,90,48500
セツミ ユメ,37,48500
サノ ミセシマ,53,48500
キコヘヲ ケエチ,41,48500
イシホ トフモ,78,48500
トメシ イキケ,19,48479
ンウユコ ハンヨン,20,48408
ンニトヌ ミホフト,72,48400
ヲヲキソ コモヲア,34,48400
ヲヤニ ツイ,76,48400
ワオ ツクタム,43,48400
ヤヘマユ ヘト,74,48400
ヘカ ワオ,31,48400
ハモキ マエンス,98,48400
オヤ ヌアア,87,48400
オナサア サヨチヘ,70,48400
ナコナ ウシ,31,48383
ヨヤ チナ,92,48344
テナムン ネモヲ,93,48317
カウツテ ママ,45,48316
ユカ ムサ,82,48300
モセ ニワ,39,48300
メハス コチメ,82,48300
ナフ テカ,84,48300
トシオヌ マメ,48,48300
チフコフ クカワ,59,48300
チシモウ ユシチ,42,48300
セストモ カタアン,28,48300
ステ メヌウヒ,30,48300
スコソヌ モヲノタ,88,48300
サヒ ヤメミハ,40,48300
カヲ ナヘエヲ,27,48300
オチヨ ヒンユタ,19,48300
マナニ フセホニ,21,48276
イマソテ ニチエ,52,48269
ウト ヲミチカ,74,48262
セツ キシ,84,48246
メフ キノ,22,48244
ノエ ナヘヘ,96,48217
ワクツ イイ,73,48200
ヨヨ ワワ,34,48200
マニ セキキ,45,48200
ホヘツコ ワコヘシ,46,48200
ヒヌオ トムス,76,48200
ニキオ アイ,45,48171
ユヲワ スユケ,79,48158
キヲエホ ヨタタヤ,91,48104
メタノ エト,46,48100
ヒヘハ ウシイソ,97,48100
ハケ シカ,85,48100
ニオ ヌシヒミ,21,48100
スヲス クメケノ,16,48100
サミ テヒシユ,47,48100
ククネケ トメア,74,48100
カツコ コスワミ,74,48100
イカ ノタ,46,48100
サヘタウ フサヘモ,80,48094
メエナヲ シコシ,80,48051
オオ ナト,76,48020
ヘサココ カス,37,48001
ヤセ サキニ,41,48000
ヘア ナエワ,97,48000
ヒヘムノ ホニ,26,48000
ノユエタ セモワ,61,48000
ノホ チネ,90,48000
ヌヲトソ サネ,67,48000
シフニ アナ,64,48000
シナムニ ノテエミ,76,48000
コヒンヒ マミ,95,48000
カウワト イメタフ,29,48000
イモコ ムケワツ,96,48000
アソソ ヲユツ,69,47976
ンヲエ ヤミネ,25,47971
イオモ ホシマコ,72,47953
メユオ ンス,53,47900
メウアヘ ワヒ,51,47900
ケサ ヒサ,65,47900
エヘオ マイヌカ,45,47900
ウメ ニカヤヲ,67,47900
ツクシ ヤヘハソ,58,47895
ヨヤユヌ ネムヨミ,19,47853
ワタト アツス,73,47825
ンウニユ ヒサンス,74,47800
ヨチチ ニシヨ,95,47800
ヤワヌキ フホヒツ,21,47800
ヤホホテ エオ,15,47800
メモフセ アツケ,20,47800
ヌヲ モスニソ,53,47800
ニソンホ ナマクフ,77,47800
コエ オネヌ,39,47800
カソ トスス,37,47800
テモ カツヤン,72,47728
ネイツ チワ,68,47720
ユタ トツ,37,47700
メナ エマクフ,39,47700
ホモア ムソ,74,47700
ヘサテテ モネヨ,89,47700
ヌミオ ニユヨオ,96,47700
トナヲ ユモン,75,47700
チトチ ヘヘイヨ,54,47700
エタ イハソ,50,47700
ソツチ スツサ,94,47666
オサホ ワテアユ,39,47664
ソウ ミク,38,47613
サエヲユ スサコ,22,47605
ハエク シシヘ,42,47600
ネク アムイ,77,47600
コホハ モテシチ,39,47600
キソスア ムコサン,78,47578
イン ナヲヨ,90,47532
モネ トソユ,16,47500
ムマ オマ,37,47500
マヒムウ フヨテエ,18,47500
ノセコミ ヒナナエ,52,47500
テヘヌ オナ,40,47500
シマキ マキオソ,28,47500
シタマ ナヤソツ,70,47500
ネナコ ノヤ,95,47473
モフ テクノ,31,47400
ミウスサ ミトカ,59,47400
マワタ ヌナ,91,47400
ネマ キヲソ,89,47400
トヘハ ヌサ,42,47400
ツム カノ,99,47400
チメヒ メセ,78,47400
コスンテ ネヘ,19,47400
シヘテ タコタキ,76,47388
シメノ ハシム,52,47384
サモ チテチテ,44,47319
ユムイ フハツソ,37,47300
ムナエ フシソユ,58,47300
ヒユタ ミモノウ,39,47300
ヒアシト ハモ,26,47300
イシ ウヒヌマ,32,47300
ソヤフヨ ワム,87,47291
タモ ムスヲツ,84,47266
ミオエ キネハモ,27,47233
ワンササ ハスヒ,21,47211
ヲノ ツスノ,89,47200
メヤセキ スエスイ,29,47200
マヤ ムトソウ,76,47200
マタホハ カハニ,41,47200
コユ コナセ,77,47200
ソキオヲ ハヌケ,52,47190
ンン ヤクヘ,63,47171
セシンマ カフノソ,32,47159
ノソ モメクツ,92,47136
ンホ ノアチミ,56,47100
ヨサケシ ナヨス,87,47100
ヤヨ アユ,64,47100
ヤムスハ ケツエカ,56,47100
ミノムイ ミヨアエ,80,47100
ミツチ ユムア,25,47100
ミオア ハムニヲ,95,47100
ホヌ キホ,69,47100
ヘキハ イワホマ,18,47100
ハヨケモ クイサミ,75,47100
ノミ ワス,65,47100
ノキ カタ,87,47100
トワチト ハセ,29,47100
ツムミマ ミタシ,82,47100
スネヒタ ネクトタ,53,47100
シノ ネシヲ,86,47100
アホノ ワエ,34,47100
ナヘヲム ヌム,94,47073
フワソセ モミシワ,88,47067
ヘセ ンキ,98,47062
サスア アハナツ,43,47036
エセ ヲオ,36,47036
ケワ スイ,54,47024
イヒフ ソコツフ,53,47001
ヨクヤム ヲムマク,66,47000
ヤワ アヤ,37,47000
ムヒ スフン,67,47000
ムネヌ カコ,51,47000
ミセエ マヨサ,16,47000
チオ ミユミ,49,47000
タコテン ムワ,26,47000
サム ニアヒ,19,47000
ケニマア ワホヌ,72,47000
クヒヌ ヒヌハス,78,47000
ウフク ヘツフモ,18,47000
イタムハ イサ,90,47000
ヲヘメコ メマネ,19,46995
ヒソス ヘエ,57,46976
ンカウ ツウ,46,46971
ヘエ エウ,53,46957
ネチ カヤエニ,98,46920
クヲメ ハヒ,17,46907
ノウメ ユハ,55,46903
ヤハ ホホトナ,32,46900
モハヲオ キケ,18,46900
ノヒト アユヒセ,68,46900
ナスネ マメヲオ,42,46900
トハソテ ソウフネ,99,46900
チワ コイヌン,42,46900
タスヘ アスシワ,69,46900
ソコモケ ヤタ,87,46900
シノキ ソヒキ,99,46900
コスタテ ヤスク,16,46900
キヨト スワノシ,47,46900
キソエ アクケハ,64,46900
カケ チツカス,62,46900
アモ フミテ,67,46900
アタカワ ネノユ,94,46900
フミアヒ タネ,64,46896
ホケネネ オツ,46,46866
カミヘ ヲシニ,89,46864
ムウヒモ ワメ,67,46853
ンサキヤ ニタソ,62,46842
ヘカ ミナカ,89,46824
メフウ クサニス,38,46813
モンキチ カフ,58,46802
ヤツセハ ミカナ,76,46800
メホタト オツイ,90,46800
ヘユ シエ,47,46800
ヒハイク ヤナム,45,46800
テア カマオ,79,46800
タム ヌサメ,89,46800
タウヒ ナマ,92,46800
スニ ソツトカ,88,46800
ケヌ メオメ,15,46800
キンノヨ サヤオム,70,46800
イヲン ユキ,34,46800
スシトチ フク,94,46768
チネソ ツオ,29,46740
ンエヤ ヌテ,25,46700
ヲヒ ミム,51,46700
ヨチヌヒ ネハワホ,70,46700
ヘミ ヨヨ,56,46700
ネオヘ テネ,82,46700
ニハ ムフノ,80,46700
ナマ ネストチ,42,46700
トハヒニ ムチミ,55,46700
セモ ミネマ,24,46700
セニ ソオニ,47,46700
クソシツ ヤヨユ,24,46700
アカヤ フムツハ,95,46700
アイス ユクア,34,46700
サトカタ ワケヨ,55,46693
ヤウ コフ,96,46644
ンテ ソムシ,60,46623
ユフサ ヘシ,53,46600
メフ クナツ,35,46600
ムタハ ムコウ,96,46600
ノハフニ ヲヒハ,37,46600
ノウイウ オソカキ,63,46600
ソアホミ ネク,37,46600
キヨエオ ヲムム,60,46600
イヲ ヤイチ,67,46600
スエキシ ヘワトエ,67,46563
ウケ フユ,80,46562
シコン トモシ,86,46556
アモム ヘシミワ,43,46553
カスフ エハ,69,46528
ニハト ヤヤムア,40,46527
ネンヨ オクナコ,24,46520
スチキヲ クイミニ,27,46510
フヌ マユ,65,46500
ノナ ウタキヘ,31,46500
ヌワソ ケヲ,66,46500
ヌアマセ アウエミ,87,46500
ソヘヲソ ソエミ,60,46500
ソサ ワエカコ,78,46500
ソタ セヘケシ,50,46484
カナク ツニニヤ,15,46478
フクエヨ キコソ,68,46462
ンワキネ ヲワチ,55,46408
ソムミア コタメナ,53,46404
ヨエワ ホウ,32,46400
モコモキ カニア,69,46400
メヨシ ノネ,65,46400
ヘオナミ テスメエ,24,46400
ヒムアイ キオ,19,46400
ノヲタ チヲメ,63,46400
ニトトツ ノヒオサ,53,46400
ナホ イテキカ,25,46400
セコケ ナナ,49,46400
シタヤキ シミ,22,46400
イントス ユサソス,21,46400
アアイヌ ワフエヘ,20,46400
サミメ ンウコ,28,46395
ユオ タヌ,21,46379
ヨホ ケツキ,55,46376
テタサ ニホオ,53,46376
コハヒア エヲム,39,46350
スコツホ クタンウ,83,46345
ホサ コニ,34,46319
ウエユネ ヲハユ,60,46303
ンン ナノツソ,54,46300
ンナオ サオワ,30,46300
ンエイチ モサマ,65,46300
ムワキ メヌフム,77,46300
ミホコヲ ネモワヒ,43,46300
ハフユ テチヌテ,42,46300
ヌエシ ネユワ,28,46300
ニソユ ホサツテ,48,46300
エネオ ケヨ,37,46300
ヤオ タニオ,95,46281
フヒケヨ サツイ,86,46251
ノノオコ ケネツク,39,46244
テカ ンンクニ,78,46238
アヤ ニネナ,58,46232
キマサユ マネ,85,46230
ニオム チイソ,20,46201
ンエネマ ナツ,57,46200
メヲ キキセマ,87,46200
ミウ ンヲオ,38,46200
サニ ノサユ,30,46200
クミ ヲフイナ,47,46200
キイネ エセ,29,46200
オオコカ イイ,40,46200
エマヒム ツコシ,50,46200
ウカ ウユ,37,46200
アサコ コツ,83,46200
スソハヒ セミヒヘ,24,46184
ノヘ マカタヲ,48,46171
イヨミ ナヤ,41,46141
ニイウ ナフ,95,46121
ハフテ モハヘ,39,46114
ヒコカ イヌスナ,91,46100
チヨト ツヒ,40,46100
タヌノ カカ,20,46100
サケ ホヲ,88,46100
ケハユ カホタ,97,46100
キケ ヌス,50,46100
イタ エカ,69,46100
マフ シツノメ,90,46050
ウム クヨキ,78,46030
ソワア カモエク,32,46017
ンタカ ヘチキヌ,44,46000
ヲンマ ナミウ,19,46000
ヨント ヘホ,93,46000
ヤソ メヘヨヌ,76,46000
ホスユ ホキ,94,46000
フマ ケヨマ,22,46000
ウフトフ ンコネエ,15,46000
ウケソヲ ヲフセ,31,46000
アニワニ ユホツク,43,46000
アウイ ユオ,52,45999
タムノア カスア,51,45971
フカイ アツテア,74,45966
スヲヤケ エホト,22,45966
カノイ ソフヘ,95,45962
ヲネカ トハヒコ,93,45900
ヤネ サヲチ,92,45900
メハ ヌカ,80,45900
フマスキ スス,20,45900
ニニソ タソ,30,45900
チセムワ キユ,39,45900
ソセケ セヲヨワ,16,45900
スヘヲ トナサ,63,45900
シカユマ ケワヲ,68,45900
エヒヌヤ キカ,48,45877
サノウ ヨニヒ,18,45838
マコイセ アキホ,16,45815
キカソ イヤ,56,45807
ムヘヤヤ シナタ,67,45800
ホスン ナホ,52,45800
シタクシ チヌソセ,74,45800
イヨ ユミヒ,64,45800
カクテ スク,50,45798
ヒナソテ カヒ,36,45796
ワモハユ カコソソ,39,45795
ユムキ ムニ,92,45755
ンワト キオンク,86,45748
スサチ ケヌ,63,45743
ヌユ エメマコ,68,45723
トハ モツシ,44,45714
ホモ サヤ,27,45708
ンセヌ ンウソ,60,45700
ンケスフ ヤンヨ,70,45700
ワヌン ユエヤ,42,45700
モオ セヘ,36,45700
マケソタ ワユ,62,45700
テモ マケテ,88,45700
セワ オナホ,73,45700
クセヲ ネミメコ,36,45700
エンチイ テケ,36,45700
フサイ アヲ,77,45698
ケセコ ミワテ,54,45698
スヤス ヘイメミ,86,45694
コヲニ ムメ,57,45676
マサチム イマス,44,45628
サホエ ムニマホ,43,45621
ンハト ソケ,70,45600
モヨ セアア,76,45600
メヌワフ スタス,76,45600
ハス シフク,35,45600
ヌテコ キンウヒ,24,45600
ツン オカ,88,45600
スヲンハ ユソハネ,35,45600
スコ ヤオ,17,45600
サヘモト ノヌソ,56,45600
ケアナノ クウソ,70,45600
ウユ ソト,67,45600
ウヤ ヌスモユ,90,45600
ヘムヒ ウカ,57,45583
ヌモミ ヒマ,23,45574
ナタフス ケタ,21,45570
カニ ムカメケ,92,45540
アスミ セヒヘ,57,45519
セミ イヨハ,92,45517
ワネフス ヘユ,78,45508
ンワチ ソヌワハ,32,45500
ンノオメ ノヨヒ,38,45500
ユカ ソアマウ,73,45500
モユ ケシツ,86,45500
ミヘ ウノ,57,45500
セケ コナユ,86,45500
コケエノ ケエ,53,45500
アムメ ツヘサ,42,45500
アト ススツエ,57,45500
アタユ カト,59,45500
ヲアツ ヒン,87,45495
ナヤトミ アノセ,78,45494
ヤミ ンネ,60,45476
エミ ニキツテ,86,45452
シスト ヘテスメ,80,45425
ネメ ホコニ,21,45403
フト タシ,28,45400
ヌウ タサタ,51,45400
ナノウウ ハヤキ,55,45400
ソノ ヌヒオカ,68,45400
コソハ マホワク,79,45400
カト ホソフ,57,45400
ウヒ ステテ,60,45400
クホケケ フケ,51,45393
エホサ テイン,45,45388
ンエミ ヲユ,75,45356
ネユウ ツアヲ,30,45321
ヤオ ヌヤコニ,15,45319
マイチツ オンホホ,39,45319
モスハ ツケム,18,45318
ヒヘ シメメ,46,45300
ナコチサ ヘサ,63,45300
チヘナオ モヒン,77,45300
ソナカイ ヲワ,78,45300
コカ ツオネサ,63,45300
キニチ マテツメ,40,45300
オソスネ チニメ,76,45300
ウユ メセオ,43,45300
ウス コマア,54,45300
ヌネア ヲンク,52,45201
ユフケ キソ,39,45200
モフ サンテ,33,45200
メチ セハウウ,26,45200
ノヤユ ケミヒ,69,45200
ナムエ ムソ,44,45200
セハワ シコト,37,45200
アヒセメ ノユ,16,45200
アニヒ ホエ,17,45200
ノヨ カミヒ,98,45187
クムヨセ チマ,19,45185
キウ ユニキ,29,45164
ヌセ ツヘム,58,45141
ンヌ ネムモマ,77,45100
ワウフク ホンム,63,45100
ヘテ シムソ,67,45100
ヒンハ サセ,76,45100
ハヤセ ツアコ,24,45100
テコワ クム,69,45100
タタエ サネナ,16,45100
オシ ヨソネニ,77,45100
エオワチ シノハ,17,45100
ヨツヨ ホワ,34,45093
オコ イイノ,36,45064
ヨヤヘウ イチ,71,45013
ヤトン スヤ,65,45001
ユエ シノ,73,45000
メア ネナ,22,45000
ミホウ セツニ,85,45000
ミフネソ ノシ,71,45000
スニニユ ムヒトイ,28,45000
サワコ エカモ,82,45000
カハヨ ソソウコ,70,45000
オニヌノ カアチ,50,45000
メフウ ムハエ,58,44977
サミイメ モミ,71,44970
ヒヨ ヤケ,68,44906
ヨツキ スウア,20,44900
ハンタヒ ケケクシ,80,44900
ネヤヨイ ニスモ,15,44900
ヌカシ ワキ,50,44900
シム ヌツ,18,44900
サワ セク,86,44900
カメモ メウスン,62,44900
カハ ニン,71,44900
エネアイ オニサ,21,44900
イサ ミハヨヘ,42,44900
ケハコ ンケケ,85,44860
トク キト,46,44856
チキニ アホヘテ,65,44823
スハタ クネミ,76,44822
マカンタ トキ,95,44818
ノワ ヤヤマ,95,44817
ヲウホ マヲコ,50,44800
ワヨンテ ホソ,49,44800
ユムサキ ワヨヲ,63,44800
ヤヲワ クトンカ,91,44800
モイナヲ シエヒ,38,44800
ムミトキ ソヘヘケ,68,44800
ミテ ノヤウ,22,44800
ヘユキ ナチ,66,44800
スヒテ ヨト,58,44800
シヲク フセサ,20,44800
サツキス ヘヌセ,63,44789
ヒハ ツマ,22,44747
ケオケ サエ,16,44730
サイ クン,38,44729
セテ ヒヌ,36,44702
ヨンマキ シア,21,44700
メンキ タウセチ,45,44700
ミア ヤメヲネ,96,44700
トナ ホム,69,44700
チテオ ツヤ,58,44700
シユ ヤケヤソ,39,44700
シケ ヤスム,89,44700
クキ ヨノヲオ,68,44700
ウナ ヲチタハ,49,44700
トセヒホ アセヘヘ,38,44668
ユイナキ スフホ,20,44627
トヤツハ ワセ,61,44617
テト ヌヌンツ,69,44616
トノコソ キコメ,66,44615
ノタ カソ,33,44613
タユヌ カヤヘカ,89,44613
ヨメセ ノチ,81,44600
タナウフ メヌオニ,72,44600
コシチネ クミセ,95,44600
クニソヒ マセ,72,44600
アチ ンヌセ,62,44600
ヤワ ヌコ,87,44581
ナン ケイ,83,44561
カシオサ ンテユ,74,44523
ヲマコ テヤサ,67,44517
シナノマ エチネ,85,44507
ンホノム ノムメ,97,44500
ヨキテ ヌオ,51,44500
ヘワソ ケイン,19,44500
