名前,商品名,注文数,合計金額
テメチ ンヤサ,or10900,1,79800
ツタヲ イミ,gn12925,1,21474
スヲ クネヒ,be11877,1,24400
ユニ マモ,ep12166,1,52000
ノワ キネ,ta12815,1,71981
ニエノ サニモヘ,ty12928,1,31519
ソヌ ヒサアヌ,uy10245,1,85500
ヨナヨ イヌイソ,tp12889,1,36700
ウセ ホサチメ,sz10911,1,30600
ネミモヘ ツホキ,bb12596,1,13400
ユソフ ムムマイ,ww10537,1,20900
コヤ ヲテ,gk11045,1,10900
マメヲオ ナスネ,tn10671,1,46900
モフシユ ヲエ,sa10042,1,44300
ハヨ ヘヨ,jr10228,1,39500
クサ ムサト,bb11865,1,18600
マヌサケ オヤコ,ow12609,1,36567
ニヘ コウム,qr10921,1,15000
ヤカチキ ユヤヨニ,vz10754,1,13200
ノキ ヌニ,pf10111,1,52000
ヲカマン ヲヌテマ,id10598,1,35400
ケケ シチニタ,ls11998,1,22600
アクケハ キソエ,no12152,1,46900
ワモ コタヤ,om12531,1,101666
ニニサカ ツネ,gn11009,1,31800
キムマコ カク,eu10263,1,53500
ヒム アヨチマ,lt11309,1,36300
ハムヤス モムシナ,pv11869,1,51500
アトキ トクヌメ,um10102,1,41100
メヲセメ コトムハ,cv12785,1,27500
ヘト ヨモハネ,ms10233,1,70000
フホ イメウフ,ug12543,1,10500
ヌモ チホヘ,fm10815,1,20400
アミヌ スニシア,uu12339,1,30500
ムヤソ カニ,gc12332,1,22300
サヘ ソツ,av12426,1,70910
ヘニモオ ナワ,os11396,1,53000
ヨコメカ キア,wa10777,1,68500
ハヤキ ナノウウ,kq11783,1,45400
ケフ ノウン,zr11088,1,41200
オモ エヘヲカ,un11775,1,28957
シチ セウイ,sb11016,1,28000
ノフンヨ アキア,bn10076,1,5200
トヨセイ サクヲ,ek12576,1,20084
スンケフ シヲワメ,sw12377,1,27401
カオ ニニ,qq10062,1,36776
ヤモヌ ニミ,wh10707,1,79860
イミワ タヨア,hq12360,1,26200
メマ ケカシ,nx12776,1,18221
ニマハ ヒオ,pz10010,1,83000
ヒトアユ ミユ,sz11586,1,132200
シモナヘ セウ,gx10237,1,13200
セミヒヘ スソハヒ,jp12788,1,46184
ソン テママ,xs11011,1,28900
ネテケシ ツヘヤシ,cf11570,1,54400
ツソユ マサヨ,bi10612,1,83100
タユヌチ ヘアクカ,wb11123,1,27500
クス ノモノ,im11897,1,22800
ヘムスヒ ナモケハ,lp12719,1,34100
ナウナ ワユヲセ,wy11224,1,40700
ヘモシミ ナマヒヨ,wa11946,1,8200
モシヘキ キンヌ,lm11761,1,30862
スエマ トフタ,im11389,1,14342
クン ヲホノ,id10646,1,22100
ワキヨ ヨユソ,mz12988,1,33400
ネスケテ オモ,ij11039,1,63400
ヨノカ ナヌ,wm12930,1,29900
ツマヘ ケマ,oo12401,1,35700
コホムヌ キムノコ,mj11369,1,59600
テキク ワヒネヘ,jf11070,1,128700
サニヒ ヲマウ,av12654,1,49800
ワヨヲ ユムサキ,mm10470,1,44800
セチ キスソ,qn11321,1,6500
ノアキ ネヘオ,mx11581,1,35400
コヘ モヤク,sc10075,1,71200
ノヒヌ ケネウタ,vj12295,1,3500
ハニ ノホモ,le10524,1,56261
オウヌ ミサ,cm11955,1,34800
セノンヲ ハセ,nx10463,1,56300
チヲ ナセセ,zk12366,1,57600
ツイセ サシアテ,zi10766,1,75500
ヒツニヨ ママチク,lb11221,1,59168
ユイ ナケアタ,of12969,1,20000
トモ オクア,ya11915,1,15000
メア フニウア,db12874,1,43973
フメワヲ カヘユ,mq12334,1,39127
ホケモ イトミ,vf12140,1,54784
モヨンフ セヌネ,yw12637,1,34200
ワワ ヨヨ,on12697,1,48200
メハ タミメ,ma11636,1,61964
メヌ トツ,jr10228,1,38520
ソトニマ モコ,ku12872,1,29100
ニテ セヘ,fn11175,1,12300
ツオ チネソ,cp10592,1,46740
トソフ ヌヒヲ,bx12246,1,14607
ミヘカ スヒマタ,xn10390,1,22000
ヲミノ ネヤ,px10584,1,104800
トツ ユタ,kf11523,1,47700
マミン モセヒ,ob12556,1,42100
エニカ ネソ,bt10577,1,31800
ユナカヤ ツヒ,cj11870,1,35900
ネオマ ケサユヲ,dl12849,1,53827
オクワ ムノ,ka12737,1,24970
ミワオ ネカシ,dp11944,1,51800
コエコ ユコマ,ok10865,1,68400
フユテ ナオキチ,pl11726,1,63900
サヒ エワヘ,ja10894,1,26900
セニケ タニカ,zj12157,1,51500
ヘトム ムキウ,yj12148,1,40300
マユ アエオメ,rp10776,1,40100
ミシ ワワテ,bb10880,1,8200
ケカツ コワヨ,li10789,1,7700
テエワニ マオコ,kk12583,1,18166
アヘ オワマソ,ca11622,1,22000
キウトス ワヤイマ,fg12114,1,83600
キケ ミヌンユ,go11400,1,14000
ツサン ネトムニ,px10825,1,29300
エソ セトセ,wa10777,1,39500
ノヲ ツコ,zr10642,1,72276
テヌオ メカ,re10278,1,57600
フミニ ヲメヲヘ,mk10788,1,62400
ワエ ネトケ,cb12922,1,28200
シヲワフ メワ,zd11149,1,27600
ウマト キウハ,xn12598,1,26193
クニ ユエナマ,nz10387,1,68400
シケヲメ クミ,vl12762,1,63100
エヌワコ ツツ,rs10876,1,49827
エヌナメ チオフ,uo11648,1,28700
ツチマモ ウイ,pn11536,1,38300
エヤ イツセ,sz10911,1,64300
カヌア ヘモマ,sm11111,1,49600
ヨサヌ ミエ,fa12359,1,5300
ナハ ニアマネ,lm10803,1,43000
メツ マカニヤ,vm11932,1,59432
フマノ ノハエ,qv11854,1,28400
ナヨサ ツコ,dl10407,1,52991
ヤオホソ フカエキ,zv12625,1,59863
オサヲ メホニユ,rx11768,1,69700
メウスン カメモ,en10551,1,44900
ママテ テカ,qu11491,1,29000
オユ カヌ,zd10963,1,34600
テヨハワ ムセワヨ,cx10238,1,60753
アアケ ホミ,qv11854,1,29677
ナフ ワオ,ec12705,1,36900
スケシヌ ニフ,mf10858,1,5900
ホオ ヌソセシ,vy12135,1,37066
アオモメ ユミク,pl12108,1,49800
タヒ サセマス,jc11448,1,28500
コノンシ セキ,zz12563,1,74000
ホヒナヲ ニスア,ez10595,1,55700
ハヲニ コケ,di10924,1,32700
ワタ タホネハ,yh11289,1,26300
チヨムエ ムシエ,uo12800,1,11168
ケユ フネク,rt10588,1,6100
チテニ タウイウ,wn12159,1,51900
ヒハワ ナセニク,cg12827,1,21116
テナ チネ,sb12643,1,71600
ムヲヤ エセコ,jp12788,1,20500
スカケ ハウ,ae12532,1,51100
カタ ノキ,wq11177,1,47100
ヘハユ ニメマ,xl12168,1,102152
ヤンノ モノ,ma11774,1,36200
ソサ テツテ,ab11904,1,23800
ケケ カコ,rh12216,1,54848
タツセ ンムテム,zk12366,1,15800
ヤワキニ ネセア,ye12677,1,79900
ヲチマメ カア,th12813,1,35000
ミツヒユ ヒスヨニ,xb12949,1,31200
チツイナ ヲヒ,wg11036,1,22500
ノソトメ ウカタ,gj10793,1,60700
マヨ コシ,ef11534,1,51157
マミフミ ツクヒ,vb12200,1,44000
マセト ナト,fu11365,1,26600
トソ ヘミ,xi12271,1,65000
キクノフ メユトコ,mm11438,1,70841
キメオウ ヤモタヨ,pf11618,1,30100
ヤヘ ウニム,qq11749,1,22500
ヲユ ンエミ,am10752,1,45356
セソスケ チネタキ,dj12386,1,53600
アヌフ モチ,zx11169,1,73700
ミンチ カセユマ,yp12484,1,51642
ナマハタ ホマス,am10752,1,31500
ハニスヒ フカ,kk12583,1,93500
ニキ アワテ,na12448,1,20600
ソモメク フシワケ,ro11109,1,30900
コワ フア,wl12653,1,55100
エクモセ ワウ,el10660,1,53480
マヒマ ニタ,sr12683,1,17400
ツセ ミエ,is10133,1,29100
イタヌ イケサコ,gw10914,1,90336
ヒマ フチ,ta10559,1,53900
ニホタホ ネムヘノ,px10825,1,94100
ムツ ツミウ,sb12643,1,10900
ニヤフ ヲエ,ya11484,1,28432
アトヨヘ ンキ,se10973,1,50647
ネモト ヌアテク,tg11343,1,28798
サホ セヲケナ,uq11107,1,3700
セネ ホユ,mp11366,1,16366
セテン ケテ,et10679,1,38917
ミヲワ ハトハニ,pr10897,1,49900
エメ ミヌホ,jz10705,1,32900
ニホ イホユ,qc11892,1,24500
ケセノ ヤオ,ru12187,1,32200
ヒヒ ウツカ,uw10988,1,54200
ヤホチ テモキ,um10254,1,33981
ユホノ ムユエノ,hc12348,1,33163
フメオ イムミヤ,mj12582,1,36159
ヲソネウ ヨヤ,pj12490,1,57100
カシ クミシキ,yt10614,1,38100
クンメ イヘ,mr11617,1,26714
ヨヤネ ミヘヤ,iq11128,1,60000
ノウ モヌ,go11400,1,33900
ネネ トニハミ,si10388,1,43100
モオソソ ツヨフ,gv10221,1,57400
キチケ ニイ,mk11318,1,37700
ニミナ ヘシト,qt10762,1,34200
エワノ マツ,bc11976,1,33300
カヌニ テセケン,qr10837,1,31000
エホエ オテオヲ,fy11872,1,36407
ユヘ ナカユニ,nm11979,1,43806
サイ オホ,rj10176,1,18600
ソカ モヌク,bx12246,1,8467
ヒアコ チヤ,bi10612,1,59300
サヒチ ネナノメ,wi12171,1,30000
ツソネ モウマイ,nr11034,1,36261
イネ チセヒテ,tb12461,1,32000
ネコ フユオ,zi10766,1,42100
ホツ チワイン,ul11281,1,34800
ユヨイ ホハワ,sy11748,1,22100
ワソ ホウ,gr11666,1,17100
ヨヒト キヲマセ,tn11764,1,48874
アツテア フカイ,tz11711,1,45966
ヘネ ハセトン,fj11701,1,17500
コイハ ニヌノ,jx12164,1,16731
コヤヘ イユ,hu12538,1,80200
シワ ケノユキ,pz10391,1,76600
オマ ムマ,iv10680,1,47500
ノテモキ フトモ,ow12940,1,57800
スサヌマ ミチン,xk12540,1,33300
ネナモ テナシ,jd11403,1,33300
イノ ツユ,bj11023,1,79600
シナナ モアツ,pi12115,1,78200
ヲヤシテ ヲキマス,np12739,1,88953
ヨハ カトヤク,jo11738,1,29800
ノムヲ ホクハ,ay12372,1,18400
イヨシ ンイヘエ,nq11292,1,15500
カア ウヤ,bi12674,1,43000
テテ クマエ,fy12239,1,22900
コサス ヌキニコ,vw12775,1,34200
フコツ ニマニ,vc12586,1,30500
コマシメ ウユ,fa12974,1,74400
ミヤ シヒヨ,vv11850,1,29200
ンミスオ アニ,dq10974,1,35621
ホメツ メワアヌ,st12523,1,40000
ケメムセ チトカ,ox12526,1,104979
ノチヒ カネンキ,ze11361,1,61298
ナタ キトキカ,de10087,1,10000
ンネテモ チフ,im10210,1,24900
ンケサヘ クカヌヘ,gt11537,1,25000
キエ ヲノ,jk11901,1,52500
キハユ ハシ,yz10800,1,64170
フホマセ ウヘス,tt11288,1,67300
フヒコケ アワヘ,eq10044,1,73511
ネメナヘ ミヨ,nb10004,1,79648
トワ ノト,ta10628,1,12500
マナ ホヨサト,ya12261,1,3300
ユマケニ ヨイヨ,dh12451,1,40000
ツヲ ネカ,tm12758,1,65300
ユキシ エテテヤ,bu10285,1,63900
ヘテヨナ ワウニ,oy10357,1,9400
ヲヒテニ サワテ,db10457,1,87300
ナクナユ エハン,qa10206,1,77053
メムツタ クウツモ,vn11168,1,86946
ヲシカニ メオワサ,lp12790,1,86700
スニマノ ヒアウ,vj12080,1,29900
ヤマ ムモワ,ao10564,1,61100
アエマヒ メミチソ,av10887,1,12500
ケイタス ヲソオ,kh11627,1,40100
メチ ニツカ,js10506,1,57000
ノワミイ フヌホニ,ya11484,1,27700
チカオタ ニスン,gh11219,1,23048
オヘヘン カサフ,jl10110,1,28700
ホワエ スヨマ,tc11844,1,68500
ニユテエ ノワ,yw11115,1,43300
タクキユ カヤナ,qm10594,1,38488
シウハ ストア,mh12131,1,85100
ネエスセ ハマ,up10499,1,36200
ヒソチ ケシエネ,fp11161,1,26731
ヲヨワ シヨキオ,rd12085,1,136393
ケヨマケ テヨシ,cg10585,1,26600
ノヤウ ミテ,tz11711,1,44800
ヤヘシ ウツツ,jj10083,1,37700
オミム チハウテ,em12291,1,38400
ソヤ ヲフウ,or10900,1,59500
セホトニ ホミタタ,fs12427,1,12100
タタ モウ,le10164,1,26600
ヨヤウ サセテ,pa11311,1,31600
アソコ ホメハウ,bs11551,1,36800
ソツネ ヒム,vs12301,1,81049
トアマ メチシ,xl12168,1,41300
ヒコセミ ミセ,iq11128,1,65400
ヘワソ ヌヤマテ,ir12477,1,24896
コホマ ツウヤノ,pm12063,1,22800
カナツム ハユフヒ,wy11037,1,24790
ヒヒ ヤコテ,dc10220,1,62580
コウナ ヲカワ,vk10956,1,36300
ツモ マヲソ,vs11538,1,73100
ムクイセ ヘマ,uy10099,1,13513
ソイソソ トツサヘ,qp11376,1,3300
コタメナ ソムミア,uw10714,1,46404
ノニテ イサ,fa10250,1,53000
ニヒ アンス,ob10536,1,11500
カソク サヌフン,wt10634,1,71700
ヌヲヲ エヌカ,cw11665,1,10900
ヲヌタセ ハチトシ,ir11917,1,30700
マメタ ナメ,hk11166,1,16900
サソヲ モン,lk10589,1,49100
ケンワ ヌク,zb10473,1,73100
マミマ フサハ,zf12215,1,94500
ケヲカ エトケオ,fg11525,1,44100
ヨミコ オンユミ,rs10681,1,53285
ネコネモ ヨコメマ,fg12678,1,73902
ニスヲヌ エニ,kt10092,1,61400
エウニカ チニカ,fs11651,1,33100
ケワキス ネオハ,hf10125,1,68400
オサ ヨヲネニ,lx11406,1,38100
サホサツ ネハア,uo11648,1,16200
ワカン ヲアメ,do10566,1,89974
ノク モフエ,sv12878,1,29800
カソ メス,ju12822,1,62800
ソアア タンチイ,rh12445,1,51893
ネエノス ヒヌ,nl12908,1,60893
ヌミイメ ナシセホ,na10260,1,30100
ネウ フエアキ,bb11442,1,29100
シホミ ヲクナホ,qv10778,1,68105
イメタフ カウワト,tb12735,1,48000
メタクナ ヨメトウ,dc11672,1,31700
ナヘヘ ノエ,xv11089,1,48217
オモチ ノセワ,jt11628,1,50400
ニトフ ナニネ,sa12577,1,40600
ホモマ ヤマミマ,zi10282,1,35300
タノ ナマヨエ,px10825,1,29300
モフソ カツ,sw11040,1,13500
アヨ クユヌ,mq11766,1,13759
チヤ ミイア,mh12016,1,94856
ケント チヌオイ,cw11665,1,41600
ノイ ニホ,ir12477,1,20700
ユクセセ セモヒ,mf10526,1,12000
イタオア カソ,ux11058,1,72000
メホホ ヒサユシ,rs10876,1,13700
ナヒニ マホ,lx10200,1,53000
ツオセワ ミアンユ,px10986,1,48600
イシ ヨタノ,cs11410,1,54500
テカ ナフ,sq11601,1,48300
ヤチ セニ,jh10661,1,51200
ハワ ユノヘク,jb10020,1,71000
トウワ ホニタヨ,bn10076,1,32200
ナヨ モタ,av12426,1,39200
ウキニシ ミメアメ,ya11594,1,71909
ウサムヘ ハノ,qp11376,1,15700
ヲナソ メア,il11967,1,68300
ヒスメソ セチア,lp12719,1,25033
メトカキ カフ,rc11554,1,82400
ヲムム キヨエオ,ap11478,1,46600
ムメタハ ノト,se12910,1,6700
セシケ オフハ,bm11792,1,65119
ニヲ ヒケクオ,yo12341,1,49235
ナミテ メチホヤ,zp10665,1,35000
チケキヲ ミノオ,ll11345,1,43500
ニミアメ ヌヘステ,ri11127,1,40500
ネママヨ ハハオク,dc10220,1,69400
ママオム スミメヨ,np10372,1,5300
タトユチ ケキ,da10011,1,28057
ヲツメ ユハナ,gn12925,1,59332
ウメケ マエ,dh11889,1,35370
ウヨヲ ウヌ,fi10483,1,54600
コミモ フセミ,sk10299,1,28100
メナワソ ンヌ,ol11246,1,7200
ウタ メソニ,bo10534,1,52000
カユヲ ミノ,pe10046,1,20057
タフ ヨフヤヲ,gq10085,1,48931
ワエネハ イメ,tm12758,1,40544
カヲク クミニモ,vc12335,1,30500
チヒ セマハフ,xs11010,1,34700
ヒトヒミ オユ,om11923,1,72900
サモンヌ トハケ,dc10560,1,38500
オイ トカユミ,am11375,1,96000
モクメ ツヒ,eq12250,1,8679
エネ マナム,nh12854,1,24400
ノワ ナンチヤ,cu12986,1,19556
ノカト アテ,pn10898,1,19700
ワツス ヨアス,dx10756,1,22400
ユヲ ホヨオ,hn10835,1,41100
チニコ スシサハ,dh11889,1,32300
タヲ ネヤイエ,vv12236,1,5400
スムオ ミムノヒ,cl11167,1,63374
ワケユヨ クヨタ,ao10564,1,22690
マチムキ ミヤヌヒ,kr11091,1,68400
ヲムキ ソワチ,ad11661,1,24700
シエ スノオ,fh11138,1,36836
トヘアノ ムモニ,aq10143,1,21672
タユ サヤヲ,tm12758,1,53300
アツヒケ ウチ,hk12561,1,48653
ンタ テヤチ,qu11491,1,66400
シフキ イイ,bx10060,1,32700
ヲマ テヤヒミ,wt11781,1,13700
ミム ムヨ,my11692,1,19800
クノ セメンヲ,wx10379,1,14700
ツミヌ クト,nb11772,1,58500
キソエ エミヤク,sq12494,1,21497
ウフヨオ ヒトイヒ,jy12868,1,24600
ホクメ ユフヤ,ab11904,1,26800
コオツコ トモノト,ib11567,1,33600
トシネノ ヘウモ,re12403,1,96900
ノノ ワノ,sd10338,1,19076
ケモソモ ユフ,dd11422,1,74300
ノテテク メトツ,kk10389,1,13200
ヲヌ ツシウ,oq12064,1,15300
ヲスヘニ ヤカ,we12094,1,19000
オヘ ヌセケミ,xq11304,1,57800
タミ ヘスヨユ,re11681,1,39000
シコエ オヘ,ja10252,1,22300
ンワムオ コケフソ,re12403,1,29968
ネヒワ オエ,km10371,1,29900
ヌク ケニネミ,js12333,1,53200
ヒモスツ ヨツミユ,gn10478,1,39100
コメテ ニム,nr11034,1,105825
ンシ トク,gu10373,1,9100
トナチ ヌサチチ,bp10255,1,90200
コソクユ アト,fa10250,1,43742
ヌサ ソサト,jz12440,1,51219
ツモヒフ ヨムワ,xf11270,1,94015
ヤタ ミナ,bk10821,1,63200
トアス カソ,jr10731,1,24100
ニクツ カオ,fx12256,1,16556
ヘヒワ テフタ,dq11593,1,30071
トセス チヲエ,is10248,1,38900
クサツセ ヤスヤニ,om11340,1,34500
ウアメ ハワ,hz11811,1,84305
ヤワキニ ネセア,fq11935,1,79900
コム コツヘ,us12747,1,28400
ケテヒ メミモワ,ka12737,1,103900
ミウ ヘヨト,ra10922,1,32677
オキニ ココノ,fj11105,1,75200
ヘニミ ウホクワ,ge10395,1,42019
タクツ ホムサ,ly12522,1,27881
ヌサ トヘハ,qr11296,1,47400
ホミ ウハテ,ib12911,1,7943
ノタア タカヒ,wt10723,1,91100
チトウニ クア,mz11669,1,100115
ササ メアスカ,yn12891,1,63000
セキ ホチ,og11223,1,120348
ミセメコ ンセハサ,iz11176,1,53900
ウセマ ワネモイ,pz10159,1,24071
シケ ツニ,jx11826,1,41638
ンセモカ ヤノ,vw12775,1,49960
チヌケ ホモナオ,zz12947,1,55658
ヤミネ ンヲエ,xw12717,1,47971
ホツ イム,qx12612,1,77400
ヌソ タセウ,kq12591,1,55474
ワヤ キスカ,dh11215,1,91800
ツウヒメ ウセヨ,zl12473,1,75800
アヌス ウメキ,yf11635,1,72106
シス コマ,ok10865,1,119400
チミクエ ンミ,eu12083,1,59600
ムヨク ケム,lr10375,1,14200
マイセソ ノナスニ,ky12452,1,51700
ツス ヤキヒ,uo11648,1,41400
ヤテメ ンアンソ,nf11720,1,35300
フヲ トマカア,qe11068,1,27634
クセ ヲウスヌ,nf11463,1,105471
キオ ヒムアイ,cb12121,1,46400
ユヌヘヲ キウヤカ,fv11504,1,70900
ンスネ ソインク,dj12386,1,55700
クコエヨ セネヒ,uy10245,1,72600
タスセミ エヘネ,tw12595,1,108200
セヨカ ニムワサ,mp10928,1,52712
サメマ ヨタタフ,vs12301,1,91393
ヲウ アエシ,ro12836,1,52868
ナハ ウクモキ,iv10767,1,77000
モイト クノハ,xh10565,1,58982
ハメ ネタシイ,vd11244,1,104900
ニシヨ ヨチチ,mf10138,1,47800
オユチ ンセ,ro12310,1,54200
オマクサ コソテ,nd11307,1,52400
ユト ケコ,ol11246,1,32500
ユマケニ ヨイヨ,nx10463,1,40000
コニシ ヒホ,wv12297,1,64253
コケネ ワトイミ,ul12175,1,57876
コノノツ カサ,lp11630,1,96695
ケエカ コチヲカ,wj11731,1,69731
ウサイ ハサケト,sj12983,1,36406
ネケキ ワワン,mo12073,1,63200
トテエ オタ,yi10182,1,40600
ヤホ キオフ,cv11076,1,116400
イヌ ヌトヘ,ru11213,1,48600
コツタト セカワ,ja10168,1,36700
ヌスウ タン,zz12708,1,27700
キヲコタ ヒチ,st12967,1,52900
ヘクナ ナフス,yq12431,1,66000
ヨト ウミソ,xt12192,1,51949
ヘス アタオ,fa12713,1,61900
トウニ フア,wf11374,1,30632
コンコ ミムユ,ac12013,1,71974
オネヌヲ ハシイヘ,dg11467,1,44014
ヒサワ カケコ,pi12115,1,26633
ワヌクエ ハセノイ,bw11886,1,62900
ユン ケハ,sw11040,1,55700
キキモ カキ,fw11046,1,29370
ワムマク メン,wn12159,1,80200
ヒテ ナムユン,yl10024,1,58600
ソヒヌテ タホソ,jr10731,1,41600
エミツヲ エマ,gv10221,1,34831
ホアテコ ヒニコヘ,jr11204,1,36100
ヤセ ヒモ,es11285,1,56900
サヨチヘ オナサア,oh12021,1,48400
トク ヤユヲ,bs12380,1,118900
ヲン フワ,ai10115,1,82300
オニワオ ムヘヤエ,rv10491,1,53784
コミ ウシヨシ,ba12457,1,82400
ソシ イモ,wx11956,1,35600
ヒコセミ ミセ,mi12783,1,65400
ソムシ ンテ,cg10585,1,46623
キイケ スネト,ie10446,1,44000
モシイミ ツイワ,ko11185,1,79095
モフ ナノム,fz10128,1,34900
カムアユ チユチ,jl11475,1,126700
ンヲエ ケヲ,qe10312,1,31077
フヨエミ アフ,ut11350,1,35100
ヌヲ ヨチホウ,ua12370,1,56290
セワム ツマ,ja10168,1,32800
ケエセ ヨタク,mk10788,1,67300
ケヤ ヲヒオミ,ks12501,1,54724
チスヲ マヒフヤ,ew12274,1,97700
キメコ イササイ,dz11264,1,34727
トケツ ケエヒ,sk10558,1,49000
