名前,地区,年齢,合計金額,百円単位の四捨五入
トツ コセモ,神奈川県,67,33300,33300.0
ケワヲ ンシ,福井県,71,21300,21300.0
サツソメ ムヌ,奈良県,75,27886,27900.0
サネヲ サコワノ,山形県,89,24700,24700.0
ニアクヨ ヲヌ,石川県,94,63800,63800.0
ニセヲミ カセヌ,長野県,64,68777,68800.0
ナユミ カネセモ,新潟県,67,32561,32600.0
ヨヨ ユエ,広島県,33,34013,34000.0
メタヒ エタコフ,東京都,56,28500,28500.0
ヨヨ ヲエヌ,愛媛県,75,70600,70600.0
トア アシヤ,大分県,68,56500,56500.0
ハンヨン ンウユコ,徳島県,20,48408,48400.0
カアヌ アツ,福岡県,64,117100,117100.0
カウセシ ツワソ,静岡県,76,55200,55200.0
ハヘフカ アタメユ,新潟県,92,52300,52300.0
ヨヌ ヒキオ,新潟県,56,41700,41700.0
ヲト クヨクウ,山形県,24,158100,158100.0
ヌミ ミテ,東京都,65,30600,30600.0
ムヒ モキ,宮崎県,57,25100,25100.0
キマ ナマニ,山口県,62,69200,69200.0
ムメ サヤアチ,茨城県,57,26554,26600.0
ネムヤホ ヤナヨエ,富山県,56,48600,48600.0
ツツ ヒノホチ,山口県,31,42100,42100.0
ヤケ ヒヨ,栃木県,68,44906,44900.0
チン エンン,山梨県,33,30500,30500.0
ネネタ タサキ,長崎県,73,55300,55300.0
ヤメヲネ ミア,三重県,96,44700,44700.0
オセン ケノカ,北海道,33,29900,29900.0
テフヲ イアヤマ,山口県,88,44044,44000.0
ナユハ シユホメ,栃木県,60,86506,86500.0
フメクケ ヒチスイ,鹿児島県,65,69534,69500.0
ニカマシ ミセク,茨城県,44,25300,25300.0
シチメヘ カエ,新潟県,53,36838,36800.0
ホアヤニ ムサア,群馬県,16,87855,87900.0
ツヒ チヨト,群馬県,40,46100,46100.0
マタヲケ メセ,香川県,84,20200,20200.0
ントセミ クエヨ,東京都,88,61761,61800.0
スモナミ シネ,山形県,26,25167,25200.0
コカチフ ニエチ,愛媛県,40,28600,28600.0
ホソ ワヨンテ,宮崎県,49,44800,44800.0
オヲノ ヨモイア,群馬県,58,145500,145500.0
アシヲナ サカタヲ,高知県,57,51400,51400.0
ネムモマ ンヌ,秋田県,77,45100,45100.0
ワソソト ウオヤト,茨城県,46,88900,88900.0
トセ ケチ,島根県,76,35330,35300.0
ヨヒナサ トムヤ,高知県,37,24615,24600.0
テイン エホサ,岩手県,45,45388,45400.0
エメマコ ヌユ,香川県,68,45723,45700.0
ヘメ シヘ,千葉県,57,24942,24900.0
ヘステ メメユム,熊本県,20,28900,28900.0
ンヲエク ヲミニ,山形県,60,49384,49400.0
ヲケ モヘタ,愛媛県,50,39470,39500.0
ノキオミ ヲヘヤ,山形県,91,39941,39900.0
ツヨハ ウホ,兵庫県,69,44040,44000.0
ウシ ホシヒフ,京都府,59,72300,72300.0
ホフ ケノハヘ,島根県,59,51900,51900.0
オナタ ノツテノ,滋賀県,79,25300,25300.0
モスクア テマハ,徳島県,30,74405,74400.0
ソホナ テネ,新潟県,59,58000,58000.0
タタメ ホサ,山形県,22,85700,85700.0
モイマ カミ,福井県,37,36600,36600.0
ニヨナチ チフ,山形県,45,58400,58400.0
ナユセワ キナタセ,埼玉県,34,68758,68800.0
ツウヒメ ウセヨ,徳島県,26,75800,75800.0
ワナアヘ ンス,大阪府,30,50115,50100.0
ホオソ ソホヨ,茨城県,88,20018,20000.0
ヒツニケ ケケナク,新潟県,68,50300,50300.0
オム ウミムヌ,群馬県,98,44500,44500.0
メツ キネノ,福井県,97,80500,80500.0
モン ヨコノキ,福井県,98,30023,30000.0
ワキ ヌカシ,大分県,50,44900,44900.0
ニモ モハウ,山形県,22,29800,29800.0
シエテ トメ,新潟県,84,34500,34500.0
シセオカ ミフオ,広島県,54,32100,32100.0
テク チカチ,福岡県,17,51100,51100.0
ツウ ンカウ,宮城県,46,46971,47000.0
ワフ イマナマ,滋賀県,57,36100,36100.0
クチヒ ヤヌ,兵庫県,19,96572,96600.0
ユクミ イマソ,秋田県,20,49400,49400.0
タサモ ツユフス,京都府,30,23400,23400.0
オセ カヤヌ,山梨県,55,36100,36100.0
ヨソネニ オシ,石川県,77,45100,45100.0
キカス ノハユ,大分県,63,72800,72800.0
ヲテメ ハハ,岐阜県,70,54700,54700.0
ネコハヒ キホ,山口県,89,33198,33200.0
ヤホエン アワニウ,長野県,40,58629,58600.0
ケワユヒ キチヨ,奈良県,51,32300,32300.0
ヲテア ケソ,静岡県,31,62400,62400.0
ヌヌテ ケヨ,新潟県,89,26916,26900.0
フフ トヨ,岐阜県,50,82973,83000.0
ムカス テヨ,山形県,15,32500,32500.0
ヒテムタ ムエイネ,群馬県,62,52100,52100.0
ハエツス ニモツ,宮崎県,51,41700,41700.0
ヌキヨワ テワハ,島根県,27,24466,24500.0
マイヌカ エヘオ,佐賀県,45,47900,47900.0
ヘユノエ ナヨ,富山県,38,41700,41700.0
ハヘヘ ミム,長野県,31,25691,25700.0
ソサヤ テセ,滋賀県,95,33100,33100.0
イヤウエ アナ,大阪府,66,44000,44000.0
ツク イハアテ,茨城県,25,34800,34800.0
トユモミ ユコスソ,広島県,97,64900,64900.0
ノミ ユヌ,山梨県,30,57090,57100.0
ソワ フユク,秋田県,98,60619,60600.0
アケ シマフ,高知県,82,106400,106400.0
イメ ソハヘ,岡山県,47,55503,55500.0
イヌ ノシ,香川県,96,34346,34300.0
カト アタユ,群馬県,59,45500,45500.0
ユフ ヌト,三重県,98,54700,54700.0
ソエネナ アユ,山梨県,41,56200,56200.0
ニヨワメ イワ,栃木県,62,60300,60300.0
コモコ ヌイタ,三重県,87,66600,66600.0
メノフ クメニ,兵庫県,67,35300,35300.0
テシハメ メコサ,新潟県,24,68300,68300.0
ヌヲイ ケヌメ,山口県,54,66800,66800.0
ヌン ユヤミ,北海道,60,25674,25700.0
アネサ マワ,東京都,83,64893,64900.0
ツチ ツユヤハ,香川県,78,61600,61600.0
モトヘ オツヘコ,石川県,40,42500,42500.0
ナチ ヘユキ,岐阜県,66,44800,44800.0
ホマハ ヌチ,山形県,98,28100,28100.0
ヨコフ カンタ,大分県,88,22600,22600.0
ヒコ マケチヌ,熊本県,41,68470,68500.0
ヘミカ ツネマト,熊本県,54,27400,27400.0
モマオワ アクタ,鹿児島県,28,29600,29600.0
メママ トヘ,北海道,61,55520,55500.0
ヒマユ タヤフ,愛媛県,31,55100,55100.0
ハテノイ モナネユ,徳島県,28,34700,34700.0
ツツワ ケヨ,兵庫県,41,43358,43400.0
ムメツワ ハンニ,和歌山県,62,20900,20900.0
ネハム サスチ,長野県,26,70618,70600.0
アチメチ テタミ,福岡県,88,60500,60500.0
ケイ ナン,岐阜県,83,44561,44600.0
ククト チアチ,山口県,19,65200,65200.0
マフウ スミヨ,鳥取県,15,20489,20500.0
キアホセ ワマヌハ,佐賀県,65,43808,43800.0
ノホカナ タメキモ,大阪府,76,22100,22100.0
ニヌチ フミ,長野県,24,43390,43400.0
ノヌ スヤヤワ,岡山県,30,29766,29800.0
ヲヌ イスタツ,鹿児島県,65,26100,26100.0
ヘミ イモ,福島県,50,30531,30500.0
イニ キモマ,富山県,50,34200,34200.0
ウツヤヨ ミニチア,山形県,68,42800,42800.0
クコム トス,広島県,81,25100,25100.0
ナヘキ ヤノ,奈良県,76,30504,30500.0
ホワカホ モセイホ,佐賀県,18,61200,61200.0
ヘエ テセ,福井県,72,28200,28200.0
セク サワ,富山県,86,44900,44900.0
ヒサ チメミノ,静岡県,32,37700,37700.0
ナシテセ ニワ,山梨県,50,60600,60600.0
イオム スンアセ,高知県,44,80138,80100.0
ンオト ンヲソメ,千葉県,66,30727,30700.0
ヤケヤソ シユ,香川県,39,44700,44700.0
コム コツヘ,秋田県,35,28400,28400.0
ヨマ フニ,茨城県,88,20185,20200.0
ケミヒ ノヤユ,香川県,69,45200,45200.0
ハウ コニオ,山口県,30,31600,31600.0
ワケソ ユエツ,富山県,71,22300,22300.0
ソオ コホ,愛媛県,26,54700,54700.0
ヒンユタ オチヨ,広島県,19,48300,48300.0
クマクテ オキコヲ,長崎県,21,33200,33200.0
トヤオ ワチ,愛媛県,17,61700,61700.0
ツワマ ワヒケヲ,岡山県,71,50717,50700.0
ユメナウ チモ,神奈川県,49,69300,69300.0
ンア キトヲヤ,高知県,44,31400,31400.0
クヨウタ エツカテ,徳島県,48,84921,84900.0
ソア サワ,大分県,47,28769,28800.0
トテス ソイヌ,大分県,70,67400,67400.0
テユキモ エヌノネ,岡山県,25,56600,56600.0
カキメツ フマネヨ,三重県,65,63262,63300.0
トセワ モチミ,愛媛県,37,26500,26500.0
ココシ フク,岩手県,26,57388,57400.0
ンホ オムキ,三重県,62,38539,38500.0
ヘシ ユフサ,山形県,53,46600,46600.0
スツトク ンキワ,徳島県,97,31300,31300.0
メオ カケ,鹿児島県,42,25400,25400.0
オヒオケ ツニホホ,北海道,49,43300,43300.0
イツコ シタイ,福井県,66,23599,23600.0
ムソ ナムエ,山梨県,44,45200,45200.0
フヨサオ ナナシ,岐阜県,86,62500,62500.0
シテウソ キアヨ,京都府,66,67000,67000.0
ワトタ キムフヒ,山口県,18,35551,35600.0
ヤネケウ メミ,北海道,49,33907,33900.0
ナヤヌ シツナ,徳島県,22,36225,36200.0
ヤンクチ サエモノ,栃木県,47,42600,42600.0
ノエヲオ キミヨソ,千葉県,89,67489,67500.0
ソキ ソカイカ,大分県,33,54200,54200.0
ネシヲ シノ,群馬県,86,47100,47100.0
ヲンヨ ヌオム,神奈川県,38,59900,59900.0
ヨヒヲ ヌイヒ,和歌山県,34,27356,27400.0
ヌサメ タム,愛知県,89,46800,46800.0
ンオフン ハエメ,長野県,36,34200,34200.0
ユムア ミツチ,千葉県,25,47100,47100.0
ナメユ アン,茨城県,61,30214,30200.0
ウセ クヲウ,長崎県,91,32500,32500.0
ナヲミ カスニ,広島県,42,36515,36500.0
キア エス,岐阜県,29,84200,84200.0
ハム ノイテタ,鳥取県,81,43815,43800.0
ヘケソ キフ,島根県,36,33000,33000.0
ネトハカ ヘエ,岐阜県,75,44300,44300.0
ツネヨ タスヒク,宮城県,31,58493,58500.0
ヨス イホヌ,福岡県,87,21400,21400.0
ワカモヘ クヒ,愛知県,34,34122,34100.0
ヲヲニ オンマホ,山梨県,36,78347,78300.0
メエヤ ハツ,鹿児島県,22,49400,49400.0
シチフ チウシ,徳島県,47,40700,40700.0
フヒ ヌテフ,茨城県,69,22009,22000.0
セヒオキ マナ,兵庫県,44,31150,31200.0
ハホタツ ヘワ,千葉県,56,27038,27000.0
ワシヤモ シスハケ,長崎県,88,38107,38100.0
セコソ シネ,福岡県,45,34957,35000.0
ヲク マタ,愛媛県,49,24806,24800.0
アモカ メシヌチ,福岡県,17,27000,27000.0
ツコシ エマヒム,大分県,50,46200,46200.0
チチミ メワ,和歌山県,80,52817,52800.0
ニキアナ ネサセ,福井県,51,29570,29600.0
ヲムフテ カフツフ,長崎県,30,42803,42800.0
ケヒ アイ,和歌山県,77,52400,52400.0
サソ チシ,福島県,38,28385,28400.0
アツス ワタト,福井県,73,47825,47800.0
ムニメオ イテヲヨ,三重県,15,58955,59000.0
イン ノスワイ,和歌山県,78,23200,23200.0
ユニキ キウ,山梨県,29,45164,45200.0
アハスメ ネオセ,埼玉県,92,68700,68700.0
オセ ヌケ,神奈川県,60,69726,69700.0
サクナ センワ,群馬県,36,66600,66600.0
キミ チヌコ,埼玉県,50,52019,52000.0
クネヌ ニナヒ,岐阜県,32,42200,42200.0
イハ カノ,広島県,96,55700,55700.0
ワソミモ モカヘイ,長崎県,56,43100,43100.0
エヌケヨ ホイオオ,静岡県,76,63802,63800.0
ユヨヌ カワスヨ,福岡県,73,24386,24400.0
ニヨアモ キスケカ,長野県,88,42388,42400.0
ソヌ ネユンツ,東京都,69,23014,23000.0
ネクコキ ンヤ,山梨県,65,24600,24600.0
ニマ キカ,宮崎県,23,37100,37100.0
ワミ ノネツ,高知県,74,23766,23800.0
クチナモ タコユフ,静岡県,53,66800,66800.0
マヲモ オフセヌ,沖縄県,56,107200,107200.0
ワソアホ ヲヨミヌ,徳島県,17,55800,55800.0
ノエチ ヲエヒ,岩手県,84,71800,71800.0
アワ サニユサ,長崎県,78,58600,58600.0
ヲウ ネナ,北海道,59,39836,39800.0
メナヤチ カハ,広島県,52,20800,20800.0
スオア カスヤキ,群馬県,60,69800,69800.0
タナ ムヤヌサ,静岡県,51,29100,29100.0
アノト シヤホ,鳥取県,96,69900,69900.0
トセス チヲエ,長崎県,82,38900,38900.0
シネ アトセ,長崎県,15,27100,27100.0
ヘニホ ヘキ,群馬県,90,51800,51800.0
シコ テスソ,神奈川県,86,49700,49700.0
ナヤソツ シタマ,長野県,70,47500,47500.0
カネテキ ホサケカ,神奈川県,21,36200,36200.0
ヲホ テモ,岡山県,50,34500,34500.0
ムモヌ テニヤチ,石川県,39,60300,60300.0
マケサ ヨナヒ,山梨県,75,54319,54300.0
ヘコ ニヌセ,鳥取県,58,33773,33800.0
ネフミ ハヌユト,秋田県,56,49009,49000.0
ヘスウ エフン,千葉県,78,27123,27100.0
ムコミ ケカハノ,千葉県,54,22600,22600.0
ノモニオ ユオナソ,鳥取県,49,57668,57700.0
ナオヤニ ホムコノ,鳥取県,94,24396,24400.0
モナメク キヌス,兵庫県,98,101342,101300.0
ワテク ユトサヲ,福井県,99,21593,21600.0
ハイ テイアヘ,愛知県,36,50400,50400.0
ソカクク テチヌ,福井県,41,72277,72300.0
メマト ンウホ,秋田県,65,35700,35700.0
ソユ ヲモ,徳島県,34,53400,53400.0
ヘニ カフハ,宮城県,89,37500,37500.0
ユヘムト ホエヲオ,沖縄県,53,54621,54600.0
セテミム カフホ,沖縄県,79,66600,66600.0
セニクホ コマフユ,青森県,43,69600,69600.0
チテ メエ,香川県,54,26600,26600.0
アカセト オヘ,秋田県,45,73516,73500.0
シヌコ トセミ,大阪府,69,55900,55900.0
ヌス ムスノチ,兵庫県,57,49100,49100.0
スンユヨ ンコタ,和歌山県,83,27600,27600.0
チハ アヲフ,鹿児島県,50,31903,31900.0
ヒイ ムイ,山梨県,85,76079,76100.0
ケア ヒヘ,福井県,98,44100,44100.0
ヌエヘオ カヲニユ,東京都,63,48651,48700.0
テキネ ツタモヌ,新潟県,50,41900,41900.0
スハセケ テユワ,京都府,51,27400,27400.0
コマテノ マセナエ,高知県,50,51008,51000.0
イエケム シカ,福島県,18,23206,23200.0
ンチネ マスネ,福井県,81,83131,83100.0
シカニイ サムシ,鹿児島県,77,52586,52600.0
ケヌ スサチ,鳥取県,63,45743,45700.0
サウネキ ウヲマテ,静岡県,94,33859,33900.0
ホム トナ,徳島県,69,44700,44700.0
ヒヒエメ メホ,秋田県,27,37200,37200.0
トヲイホ ウムホ,石川県,52,42893,42900.0
フトコヘ ウイ,兵庫県,22,34500,34500.0
サフホヒ キサ,岩手県,43,25300,25300.0
ヨノウモ ケメニヌ,徳島県,77,61883,61900.0
ミワテ ケセコ,徳島県,54,45698,45700.0
マホツ ハヒセ,千葉県,34,35500,35500.0
ンアミナ マノヤク,福岡県,81,20400,20400.0
トニウナ オヒ,新潟県,39,49933,49900.0
ホタシ フテホ,熊本県,89,51234,51200.0
メヌ ンクナ,福井県,74,43600,43600.0
ヨタン ヒワ,兵庫県,24,39800,39800.0
カフ ニセヲヘ,熊本県,26,60000,60000.0
ホアチソ フイヲ,徳島県,23,31792,31800.0
クセ ヲウスヌ,福島県,53,105471,105500.0
ワシチ カセシヌ,高知県,42,58500,58500.0
キエ オン,長野県,96,40200,40200.0
ワモマヨ メサ,熊本県,66,34142,34100.0
トメア ククネケ,長崎県,74,48100,48100.0
カヤヘカ タユヌ,福島県,89,44613,44600.0
フクフケ カニメ,徳島県,74,70753,70800.0
ナワノフ ワエケ,島根県,70,72700,72700.0
チウ ケエケカ,岡山県,38,61890,61900.0
ツナ カクナナ,兵庫県,18,50000,50000.0
オホハ マシヨホ,岐阜県,66,50750,50800.0
オク ヤエ,北海道,19,34400,34400.0
ウキ ヨヲ,鹿児島県,93,75100,75100.0
ミセハサ ミヨ,栃木県,76,53200,53200.0
チキ シモサ,富山県,22,59100,59100.0
ネツハ ウナイ,長野県,58,25742,25700.0
ヌホ クケケサ,福岡県,53,26084,26100.0
イヨ セネク,京都府,78,23300,23300.0
コネチ トエ,北海道,22,60400,60400.0
ユタマ キコ,福島県,69,30671,30700.0
シホ ヲメヌテ,東京都,50,91000,91000.0
アツケ メモフセ,滋賀県,20,47800,47800.0
アコヲ ムサワヨ,東京都,68,24100,24100.0
テテ イネ,和歌山県,93,57296,57300.0
ヨムケ カセシノ,茨城県,26,35800,35800.0
ヌコメ ケヨカケ,高知県,31,22899,22900.0
クエイエ ンスメウ,富山県,34,23853,23900.0
ユモテタ アムイ,鹿児島県,60,53300,53300.0
チワチ ユテワシ,鳥取県,36,32500,32500.0
オノトユ クユ,富山県,37,68592,68600.0
ナヲノモ ヲミムサ,岩手県,83,72483,72500.0
テテ メユタウ,山形県,52,33800,33800.0
ソシノ セヨワ,山梨県,53,24900,24900.0
ワケツ コキソコ,兵庫県,97,70032,70000.0
オオ ミセソ,香川県,36,55300,55300.0
ニソソ ミイヤタ,神奈川県,29,110300,110300.0
マイセソ ノナスニ,香川県,38,51700,51700.0
テクツ スクンコ,長崎県,18,66800,66800.0
テイ ムネヘコ,山口県,56,25310,25300.0
イミ ネヌ,大阪府,80,72570,72600.0
ヤヤス フソ,高知県,48,52500,52500.0
ヘハ ヘチトケ,石川県,59,20300,20300.0
スハフハ ノマツホ,三重県,57,51500,51500.0
ケエカ コチヲカ,岩手県,54,69731,69700.0
カテキコ ハハヲオ,東京都,87,34000,34000.0
クコセ ヲハメ,山口県,44,60000,60000.0
キオク ツヌモヌ,岐阜県,76,34600,34600.0
コタヘ シヒヨチ,埼玉県,43,67783,67800.0
オチメハ モクヨシ,広島県,57,21342,21300.0
オオイ セイクヒ,東京都,79,28000,28000.0
ミミユン ワフ,富山県,58,70000,70000.0
ヌヌソツ ナムソア,群馬県,78,23112,23100.0
ユオマヤ カヒヌヲ,岡山県,46,32533,32500.0
ハアウミ マナオ,富山県,57,62800,62800.0
ヲクユノ ハナフ,兵庫県,34,35000,35000.0
ヘヘヘワ マソノム,岐阜県,71,31700,31700.0
ニワキ カヌキス,宮崎県,19,97500,97500.0
シイチ カエ,奈良県,51,76100,76100.0
タナ ウヒソ,長野県,93,58400,58400.0
ケツキ ヨホ,島根県,55,46376,46400.0
スセイ クヘユ,島根県,91,89100,89100.0
スス フマスキ,滋賀県,20,45900,45900.0
ヒカホ ヘハネ,茨城県,37,69111,69100.0
サトフチ オニ,福井県,18,30300,30300.0
ムウミ サキウ,長崎県,90,68542,68500.0
シサ ナニテ,和歌山県,33,33800,33800.0
ユワエ モヲオネ,和歌山県,70,39209,39200.0
キヤヤ ヘンチチ,沖縄県,46,86100,86100.0
エナ ソツシ,奈良県,34,42200,42200.0
ホヘ ンカ,香川県,78,66100,66100.0
ンコ ハワオ,大分県,74,86000,86000.0
タア ウスス,岩手県,54,56000,56000.0
ヨヤ ホヲソ,佐賀県,52,25719,25700.0
メキ ムンユ,福岡県,83,42600,42600.0
モチキ ヨカ,石川県,25,54200,54200.0
モツシ トハ,島根県,44,45714,45700.0
エソ ムミワシ,神奈川県,84,62300,62300.0
トンキ ヌオサフ,三重県,52,54115,54100.0
ユヲメオ フネエ,福島県,49,28700,28700.0
ユト エハヒナ,愛知県,15,81600,81600.0
テタシヲ ナメ,愛媛県,52,89600,89600.0
キヲ マネテモ,東京都,41,56300,56300.0
